frame_number,Timestamp,system_time,video_time_seconds,Latitude,Longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
115,2025-08-27T16:51:49.314351,51:49.3,15.028,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.1115,0.77,10.0286,10.1193,-7.487,-1.601,7.501,10.718,318.63,156.77,-487.12,602.81,42.21,4.927,0.002
116,2025-08-27T16:51:49.415160,51:49.4,15.128,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3039,0.2603,10.0264,10.0344,-12.896,7.706,5.428,15.974,17.62,-112.36,-363.07,380.47,31.15,5.028,-0.002
117,2025-08-27T16:51:49.516061,51:49.5,15.229,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.9781,-0.3142,9.6046,9.6594,-5.095,-6.104,23.252,24.574,103.51,-94.96,-408.27,431.76,32.08,5.129,-0.004
118,2025-08-27T16:51:49.616658,51:49.6,15.33,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.2623,-0.5821,9.5043,9.6055,11.046,-0.895,-21.471,24.163,-163.68,-381.72,-284.74,503.56,28.2,5.23,-0.005
119,2025-08-27T16:51:49.716931,51:49.7,15.43,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8656,0.1163,9.7993,9.8382,-5.086,3.117,-21.147,21.972,4.18,-321.19,-234.19,397.52,31.59,5.33,-0.006
120,2025-08-27T16:51:49.817505,51:49.8,15.531,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.165,-0.1527,9.9136,9.983,10.759,-2.791,-22.599,25.185,200.86,-105.82,-418.08,475.74,27.99,5.431,0.012
121,2025-08-27T16:51:49.918053,51:49.9,15.631,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.3109,-0.4097,9.974,9.9873,-11.504,7.076,8.812,16.126,-81.22,113.67,-323.42,352.3,31.7,5.531,0.01
122,2025-08-27T16:51:50.018690,51:50.0,15.732,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3138,-0.1121,9.8099,9.8156,-4.57,-5.298,-20.624,21.778,-271.76,-67.71,-316.31,422.48,44.04,5.632,0.008
123,2025-08-27T16:51:50.118749,51:50.1,15.832,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.0465,-0.2021,9.605,9.6072,8.096,-2.471,-23.644,25.113,145.3,117.96,-533.75,565.61,24.65,5.732,0.004
124,2025-08-27T16:51:50.219383,51:50.2,15.933,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8201,-0.1329,9.5867,9.6227,14.797,-6.86,10.559,19.429,-277.27,213,-399.75,531.08,25.77,5.832,0.002
125,2025-08-27T16:51:50.320170,51:50.3,16.033,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.1637,-0.1319,10.1526,10.2199,-1.27,-9.74,7.666,12.46,-281.65,234.81,-439.81,572.62,24.68,5.933,-0.001
126,2025-08-27T16:51:50.420992,51:50.4,16.134,26.66329,92.76921733,71.9,,,1,6,1.36,0.0469,0.3652,9.8287,9.8356,8.1,-9.047,-15.346,19.569,352.04,-140.65,-406.53,555.86,41.29,0.038,-0.002
127,2025-08-27T16:51:50.521397,51:50.5,16.235,26.66329,92.76921733,71.9,,,1,6,1.36,1.4108,0.4013,9.7889,9.8982,-8.129,3.711,-17.305,19.476,-13.35,247.24,-397.24,468.09,44.82,0.139,-0.004
128,2025-08-27T16:51:50.621787,51:50.6,16.335,26.66329,92.76921733,71.9,,,1,6,1.36,0.7472,0.0105,10.0797,10.1073,-12.086,-6.785,17.229,22.112,14.71,243.1,-423.95,488.93,18.82,0.239,0.014
129,2025-08-27T16:51:50.722302,51:50.7,16.436,26.66329,92.76921733,71.9,,,1,6,1.36,1.2799,0.0878,9.7902,9.8739,-7.714,-5.33,-19.729,21.844,-380.51,325.92,-460.85,680.73,35.96,0.339,0.008
130,2025-08-27T16:51:50.822962,51:50.8,16.536,26.66329,92.76921733,71.9,,,1,6,1.36,1.1423,-0.3383,9.6457,9.719,-4.412,8.241,24.209,25.951,-370.36,116.23,-319.52,502.76,21.85,0.44,0.005
131,2025-08-27T16:51:50.923592,51:50.9,16.637,26.66329,92.76921733,71.9,,,1,6,1.36,0.0456,-0.1449,9.6727,9.6739,10.689,4.852,13.574,17.946,-342.07,-28.14,-485.09,594.23,38.6,0.541,0.003
132,2025-08-27T16:51:51.024310,51:51.0,16.738,26.66329,92.76921733,71.9,,,1,6,1.36,-0.3158,0.5651,9.8944,9.9156,6.987,5.591,-6.437,11.023,291.74,181.14,-583.44,676.99,28.45,0.641,0.002
133,2025-08-27T16:51:51.124710,51:51.1,16.838,26.66329,92.76921733,71.9,,,1,6,1.36,0.7965,-0.5825,9.7208,9.7708,-2.873,-8.182,11.136,14.114,-398.18,-305.17,-464.12,683.44,38.89,0.742,0.001
134,2025-08-27T16:51:51.225233,51:51.2,16.939,26.66329,92.76921733,71.9,,,1,6,1.36,-0.0777,0.5568,9.5917,9.6082,4.455,4.898,-7.206,9.786,288.04,54.11,-543.16,617.18,31.24,0.842,0
135,2025-08-27T16:51:51.326161,51:51.3,17.039,26.66329,92.76921733,71.9,,,1,6,1.36,1.9474,-0.0542,9.8498,10.0406,-13.804,7.536,-7.042,17.232,247.4,-101.1,-304.07,404.83,32.26,0.943,-0.003
136,2025-08-27T16:51:51.426992,51:51.4,17.14,26.66329,92.76921733,71.9,,,1,6,1.36,0.4091,-0.5985,10.0113,10.0375,-10.371,-8.388,-8.031,15.57,-178.68,386.94,-417.58,596.67,42.15,1.044,-0.004
137,2025-08-27T16:51:51.527977,51:51.5,17.241,26.66329,92.76921733,71.9,,,1,6,1.36,1.7214,-0.5134,10.0498,10.2091,-8.066,5.335,24.715,26.54,44.66,290.54,-489.36,570.86,41.55,1.145,-0.005
138,2025-08-27T16:51:51.628651,51:51.6,17.342,26.66329,92.76921733,71.9,,,1,6,1.36,1.5737,0.1313,9.4863,9.6169,1.114,-5.98,-15.406,16.564,-260.64,134.13,-403.77,498.95,28.41,1.246,0.013
139,2025-08-27T16:51:51.729676,51:51.7,17.443,26.66329,92.76921733,71.9,,,1,6,1.36,0.2149,-0.5674,9.8287,9.8474,-1.94,4.831,-19.076,19.774,-31.7,-388.88,-499.55,633.86,35.47,1.347,0.011
140,2025-08-27T16:51:51.830182,51:51.8,17.544,26.66329,92.76921733,71.9,,,1,6,1.36,0.5631,0.252,9.7906,9.81,9.84,-5.282,2.803,11.514,182.06,-131.35,-263.38,346.07,40.95,1.447,0.008
141,2025-08-27T16:51:51.930351,51:51.9,17.644,26.66329,92.76921733,71.9,,,1,6,1.36,-0.7565,0.2997,9.6525,9.6868,1.052,1.462,21.721,21.796,-300.06,-46.99,-279.25,412.58,28.45,1.547,0.005
142,2025-08-27T16:51:52.030461,51:52.0,17.744,26.66329,92.76921733,71.9,,,1,6,1.36,-1.347,0.3406,10.2218,10.3158,-7.66,-1.249,22.258,23.572,-267.63,-147.2,-420.84,519.99,34.02,1.648,0.002
143,2025-08-27T16:51:52.131602,51:52.1,17.845,26.66329,92.76921733,71.9,,,1,6,1.36,-1.3737,-0.8229,9.549,9.6823,6.867,7.429,7.762,12.751,159.61,-174.82,-471.61,527.69,43.16,1.749,0
144,2025-08-27T16:51:52.232220,51:52.2,17.946,26.66329,92.76921733,71.9,,,1,6,1.36,1.6338,0.0393,9.9635,10.0967,-2.507,3.086,-9.061,9.895,-395.36,-264.3,-543,721.81,41.25,1.849,-0.002
145,2025-08-27T16:51:52.332676,51:52.3,18.046,26.66329,92.76921733,71.9,,,1,6,1.36,-0.4582,-0.1808,10.0116,10.0237,1.613,8.682,-13.52,16.148,-218.69,-22.41,-528.83,572.7,28.19,1.95,-0.005
146,2025-08-27T16:51:52.433626,51:52.4,18.147,26.66329,92.76921733,71.9,,,1,6,1.36,-0.9053,0.2105,9.7329,9.7772,-13.835,7.516,-7.594,17.48,378,-85.43,-226.59,448.92,36.3,2.051,-0.008
147,2025-08-27T16:51:52.534166,51:52.5,18.247,26.66329,92.76921733,71.9,,,1,6,1.36,0.1459,-0.139,9.6695,9.6716,-5.137,4.078,16.464,17.722,183.46,-38.91,-208.32,280.3,26.1,2.151,0.011
148,2025-08-27T16:51:52.634659,51:52.6,18.348,26.66329,92.76921733,71.9,,,1,6,1.36,1.029,-0.4051,9.8151,9.8772,4.124,8.578,3.419,10.113,252.07,197.16,-387.65,502.68,21.34,2.252,0.009
149,2025-08-27T16:51:52.735013,51:52.7,18.448,26.66329,92.76921733,71.9,,,1,6,1.36,-0.5757,-0.5936,9.7361,9.7712,-3.397,-4.878,-8.641,10.488,269.34,-20.49,-312.29,412.91,34.75,2.352,0.005
150,2025-08-27T16:51:52.841490,51:52.8,18.555,26.66329,92.76921733,71.9,,,1,6,1.36,-0.3022,-0.8081,9.7706,9.8086,-14.848,1.412,-2.306,15.092,6.26,-352.08,-442.57,565.57,19.52,2.459,0.009
151,2025-08-27T16:51:52.942292,51:52.9,18.656,26.66329,92.76921733,71.9,,,1,6,1.36,0.182,0.6688,10.1227,10.1464,-10.295,-0.441,-19.5,22.055,164.32,-310.03,-273.65,444.97,34.33,2.559,0.006
152,2025-08-27T16:51:53.042497,51:53.0,18.756,26.66329,92.76921733,71.9,,,1,6,1.36,0.9809,-0.307,9.59,9.6449,8.425,2.695,-10.671,13.86,-292.44,89.7,-314.19,438.5,23.6,2.66,0.005
153,2025-08-27T16:51:53.143062,51:53.1,18.856,26.66329,92.76921733,71.9,,,1,6,1.36,0.978,0.4024,9.607,9.6651,-1.337,-8.386,-23.411,24.904,-214.51,192.2,-435.76,522.34,34.71,2.76,0.003
154,2025-08-27T16:51:53.243875,51:53.2,18.957,26.66329,92.76921733,71.9,,,1,6,1.36,1.2305,-0.3647,9.7424,9.8266,-8.053,-3.657,11.647,14.625,274.3,248.19,-324.28,491.93,40.66,2.861,0.001
155,2025-08-27T16:51:53.344264,51:53.3,19.058,26.66329,92.76921733,71.9,,,1,6,1.36,-0.2722,-0.2284,9.4421,9.4488,3.647,-9.78,-5.522,11.808,-212.42,-256.57,-438.01,550.27,33.82,2.961,-0.001
156,2025-08-27T16:51:53.444660,51:53.4,19.158,26.66329,92.76921733,71.9,,,1,6,1.36,-0.7561,-0.0358,9.9085,9.9374,-5.189,-4.312,7.765,10.287,327.97,-227.13,-437.7,592.23,21.37,3.062,-0.003
157,2025-08-27T16:51:53.545100,51:53.5,19.258,26.66329,92.76921733,71.9,,,1,6,1.36,-0.8115,0.8148,10.2121,10.2767,-8.765,7.76,5.091,12.766,187.59,-267.86,-341.58,472.88,26.19,3.162,-0.005
158,2025-08-27T16:51:53.645348,51:53.6,19.359,26.66329,92.76921733,71.9,,,1,6,1.36,-0.2234,-0.3104,10.0477,10.055,-3.761,-6.716,-6.731,10.226,364.93,-290.88,-577.35,742.38,35.92,3.262,0.012
159,2025-08-27T16:51:53.745754,51:53.7,19.459,26.66329,92.76921733,71.9,,,1,6,1.36,-0.5107,0.4954,9.6973,9.7234,-8.348,-6.598,-15.766,19.021,262.4,340.83,-207.85,477.72,44.89,3.363,0.009
160,2025-08-27T16:51:53.846451,51:53.8,19.56,26.66329,92.76921733,71.9,,,1,6,1.36,1.3162,0.7446,9.9012,10.016,12.727,8.967,-16.071,22.375,-372.9,-390.36,-264.61,601.21,44.93,3.464,0.007
161,2025-08-27T16:51:53.946901,51:53.9,19.66,26.66329,92.76921733,71.9,,,1,6,1.36,-1.43,-0.3691,9.5096,9.6236,-7.351,-8.743,-0.248,11.425,152.21,-258.56,-597.21,668.35,38.77,3.564,0.005
162,2025-08-27T16:51:54.047950,51:54.0,19.761,26.66329,92.76921733,71.9,,,1,6,1.36,1.7044,0.5765,9.6642,9.8303,-11.883,-6.064,2.299,13.537,233.11,62.73,-512.93,566.9,38.39,3.665,0.004
163,2025-08-27T16:51:54.148933,51:54.1,19.862,26.66329,92.76921733,71.9,,,1,6,1.36,1.7545,0.3137,10.1196,10.2754,-8.735,7.046,-1.744,11.357,-4.62,-202.95,-455.33,498.53,21.15,3.766,0.001
164,2025-08-27T16:51:54.249353,51:54.2,19.963,26.66329,92.76921733,71.9,,,1,6,1.36,-1.269,-0.2134,9.7016,9.7866,-11.11,6.649,18.498,22.579,297.19,-304.27,-424.26,600.75,21.36,3.866,-0.001
165,2025-08-27T16:51:54.349736,51:54.3,20.063,26.66329,92.76921733,71.9,,,1,6,1.36,0.0071,-0.75,10.2578,10.2852,12.821,-3.498,23.15,26.694,332.45,234.57,-566.24,697.26,34.26,3.967,-0.003
166,2025-08-27T16:51:54.450559,51:54.5,20.164,26.66329,92.76921733,71.9,,,1,6,1.36,-1.1725,0.1464,10.1792,10.2476,-10.9,4.601,8.813,14.753,-112.9,336.91,-562.2,665.08,26.24,4.068,-0.004
167,2025-08-27T16:51:54.551169,51:54.6,20.264,26.66329,92.76921733,71.9,,,1,6,1.36,-0.5602,0.1209,9.9062,9.9227,3.062,2.763,-23.452,23.812,146.33,-306.66,-397.1,522.63,24.19,4.168,-0.007
168,2025-08-27T16:51:54.652111,51:54.7,20.365,26.66329,92.76921733,71.9,,,1,6,1.36,-1.3375,0.1805,9.8886,9.9803,-5.263,-0.105,-20.88,21.533,364.12,6.67,-231.91,431.75,23.77,4.269,0.012
169,2025-08-27T16:51:54.752252,51:54.8,20.466,26.66329,92.76921733,71.9,,,1,6,1.36,0.9276,0.3544,9.9973,10.0465,-8.105,-6.077,6.572,12.075,-60.96,347.42,-341.08,490.67,30.12,4.369,0.008
170,2025-08-27T16:51:54.852694,51:54.9,20.566,26.66329,92.76921733,71.9,,,1,6,1.36,1.9262,-0.3885,9.6649,9.8626,-11.366,8.964,3.193,14.823,-31.57,122.16,-536.66,551.3,20.86,4.47,0.005
171,2025-08-27T16:51:54.953365,51:55.0,20.667,26.66329,92.76921733,71.9,,,1,6,1.36,-0.6347,0.8721,9.8058,9.8649,9.669,-7.661,3.739,12.89,-213.83,-246.24,-230.59,399.4,38.45,4.57,0.003
172,2025-08-27T16:51:55.053579,51:55.1,20.767,26.66329,92.76921733,71.9,,,1,6,1.36,0.6636,-0.798,10.2434,10.2959,8.413,-6.101,3.157,10.861,334.29,-30.63,-313.81,459.52,20.96,4.671,0.001
173,2025-08-27T16:51:55.154490,51:55.2,20.868,26.66329,92.76921733,71.9,,,1,6,1.36,-0.2028,0.6954,9.6908,9.7178,-7.371,-7.724,-17.646,20.624,-102.35,-41.88,-359.3,375.94,18.74,4.772,-0.001
174,2025-08-27T16:51:55.255481,51:55.3,20.969,26.66329,92.76921733,71.9,,,1,6,1.36,1.9578,-0.0198,9.7037,9.8993,-5.873,9.53,12.014,16.421,295.37,368.75,-475.63,670.4,35.69,4.873,-0.003
175,2025-08-27T16:51:55.355883,51:55.4,21.069,26.66329,92.76921733,71.9,,,1,6,1.36,0.4506,0.1892,9.9586,9.9706,11.658,1.412,-11.837,16.674,327.26,84.26,-506.47,608.86,36.77,4.973,-0.005
176,2025-08-27T16:51:55.456262,51:55.5,21.17,26.66329,92.76921733,71.9,,,1,6,1.36,0.2731,0.075,9.5827,9.5869,2.776,-7.3,16.573,18.321,283.19,310.19,-494.6,648.88,27.86,5.073,0.012
177,2025-08-27T16:51:55.556510,51:55.6,21.27,26.66329,92.76921733,71.9,,,1,6,1.36,1.1705,0.535,9.9408,10.0237,-0.12,2.107,-6.776,7.097,90.31,204.28,-472.82,522.92,43.15,5.174,0.01
178,2025-08-27T16:51:55.657505,51:55.7,21.371,26.66329,92.76921733,71.9,,,1,6,1.36,1.3388,-0.5305,9.6708,9.7774,-11.524,-3.442,5.487,13.22,255.47,-372.84,-558.49,718.46,36.43,5.275,0.009
179,2025-08-27T16:51:55.757977,51:55.8,21.471,26.66329,92.76921733,71.9,,,1,6,1.36,1.9508,0.6612,9.8254,10.039,-9.062,2.614,17.221,19.635,-19.5,-302.84,-348.32,461.97,25.87,5.375,0.006
180,2025-08-27T16:51:55.858735,51:55.9,21.572,26.66329,92.76921733,71.9,,,1,6,1.36,-0.3307,-0.714,9.4957,9.5282,-1.191,8.668,21.283,23.012,36.73,-368.47,-549.86,662.92,41.01,5.476,0.005
181,2025-08-27T16:51:55.959390,51:56.0,21.673,26.66329,92.76921733,71.9,,,1,6,1.36,-0.4764,-0.6866,9.8933,9.9285,1.565,6.798,1.238,7.084,86.24,65.02,-414.16,428.01,31.23,5.577,0.003
182,2025-08-27T16:51:56.060313,51:56.1,21.774,26.66329,92.76921733,71.9,,,1,6,1.36,-0.218,0.0842,9.8503,9.8531,0.325,-0.541,24.834,24.842,219.55,-142,-509.32,572.52,40.22,5.677,0.001
183,2025-08-27T16:51:56.161393,51:56.2,21.875,26.66329,92.76921733,71.9,,,1,6,1.36,-0.7256,-0.3297,9.6606,9.6934,-13.139,7.587,-16.839,22.666,-6.88,-248.1,-273.91,369.63,34.96,5.779,0
184,2025-08-27T16:51:56.261818,51:56.3,21.975,26.66329,92.76921733,71.9,,,1,6,1.36,-0.5094,0.036,9.7931,9.8064,4.96,0.15,-16.418,17.152,178.71,285.19,-524.92,623.55,36.68,5.879,-0.003
185,2025-08-27T16:51:56.362755,51:56.4,22.076,26.66329,92.76921733,71.9,,,1,6,1.36,-0.0162,-0.6971,9.789,9.8138,10.086,-6.943,8.777,15.065,34.83,84.04,-211.95,230.65,40.39,5.98,-0.004
186,2025-08-27T16:51:56.463768,51:56.5,22.177,26.66329,92.76921733,71.9,,,1,6,1.36,1.7871,-0.2812,9.8153,9.9807,-14.239,6.885,0.14,15.817,127.68,-122.85,-293.46,342.8,35.36,6.081,0.014
187,2025-08-27T16:51:56.564512,51:56.6,22.278,26.66329,92.76921733,71.9,,,1,6,1.36,1.4536,-0.5836,9.9001,10.0233,5.911,0.673,-23.809,24.541,237.6,-84.56,-338.3,421.96,18.54,6.182,0.012
188,2025-08-27T16:51:56.665339,51:56.7,22.379,26.66329,92.76921733,71.9,,,1,6,1.36,-0.5171,0.1343,9.9489,9.9632,-2.48,-7.281,-7.203,10.538,38.42,59.28,-331.2,338.65,24.21,6.282,0.01
189,2025-08-27T16:51:56.765697,51:56.8,22.479,26.66329,92.76921733,71.9,,,1,6,1.36,1.2005,0.15,10.0951,10.1673,-9.401,0.018,1.413,9.507,-293.48,-147.08,-353.53,482.44,21.09,6.383,0.006
190,2025-08-27T16:51:56.866648,51:56.9,22.58,26.66329,92.76921733,71.9,,,1,6,1.36,-0.913,0.3527,10.1279,10.1751,8.137,2.266,13.77,16.154,-169.06,201.17,-394.96,474.39,26.19,6.484,0.004
191,2025-08-27T16:51:56.967547,51:57.0,22.681,26.66329,92.76921733,71.9,,,1,6,1.36,1.0812,0.6479,10.1216,10.1998,-10.526,-0.602,-24.879,27.021,-301.06,-327.9,-483.23,657.01,18.99,6.585,0.002
192,2025-08-27T16:51:57.068540,51:57.1,22.782,26.66329,92.76921733,71.9,,,1,6,1.36,1.3549,-0.3065,9.5442,9.6448,6.24,-8.86,-1.903,11.003,326.98,347.74,-274.81,550.78,34.7,6.686,-0.002
193,2025-08-27T16:51:57.169447,51:57.2,22.883,26.66329,92.76921733,71.9,,,1,6,1.36,1.4805,-0.4544,10.1018,10.2198,9.667,0.724,14.408,17.366,344.53,98.22,-250.29,437.03,30.55,6.787,-0.003
194,2025-08-27T16:51:57.269823,51:57.3,22.983,26.66329,92.76921733,71.9,,,1,6,1.36,0.0399,0.7243,9.6264,9.6537,-2.368,7.373,18.18,19.761,349.13,25.99,-424.49,550.23,27.11,6.887,0.014
195,2025-08-27T16:51:57.370531,51:57.4,23.084,26.66329,92.76921733,71.9,,,1,6,1.36,0.4399,-0.1584,10.1568,10.1675,-1.118,4.275,13.241,13.959,332.91,299.36,-327.96,554.98,26.55,6.988,0.012
196,2025-08-27T16:51:57.471503,51:57.5,23.185,26.66329,92.76921733,71.9,,,1,6,1.36,-0.6642,0.2148,9.6765,9.7017,-9.853,5.399,-1.613,11.351,389.83,257.92,-459.71,655.61,36.69,7.089,0.01
197,2025-08-27T16:51:57.572021,51:57.6,23.285,26.66329,92.76921733,71.9,,,1,6,1.36,-1.2104,0.2109,9.6941,9.7717,8.172,-1.47,-1.199,8.389,-196.83,201.16,-589.56,653.29,32.49,7.189,0.007
198,2025-08-27T16:51:57.672310,51:57.7,23.386,26.66329,92.76921733,71.9,,,1,6,1.36,-0.1991,-0.7686,9.927,9.9587,-7.485,-4.618,-22.492,24.15,-67.27,-268.29,-321.16,423.84,42.69,7.289,0.005
199,2025-08-27T16:51:57.772690,51:57.8,23.486,26.66329,92.76921733,71.9,,,1,6,1.36,-0.9844,-0.7377,9.8601,9.9366,-1.601,1.182,-18.723,18.829,-260.35,-300.61,-568.88,694.1,35.62,7.39,0.003
200,2025-08-27T16:51:57.873541,51:57.9,23.587,26.66329,92.76921733,71.9,,,1,6,1.36,1.1103,-0.6045,9.7526,9.8342,4.61,-6.231,-19.713,21.182,-379.33,-335.63,-296.28,586.79,35.57,7.491,0
201,2025-08-27T16:51:57.974034,51:58.0,23.687,26.66329,92.76921733,71.9,,,1,6,1.36,1.2512,-0.4915,9.6117,9.7053,12.073,-3.76,18.375,22.306,126.97,-302.05,-296.23,441.71,40.1,7.591,-0.003
202,2025-08-27T16:51:58.074432,51:58.1,23.788,26.66329,92.76921733,71.9,,,1,6,1.36,-1.2703,0.2506,10.0067,10.0901,-6.357,-6.582,-4.232,10.082,258.2,-138.61,-379.06,479.13,23.1,7.692,-0.006
203,2025-08-27T16:51:58.174912,51:58.2,23.888,26.66329,92.76921733,71.9,,,1,6,1.36,-0.4623,-0.5278,10.1871,10.2112,5.555,8.347,-3.237,10.536,-386.06,-266.51,-302.31,558.09,39.33,7.792,-0.008
204,2025-08-27T16:51:58.275460,51:58.3,23.989,26.66329,92.76921733,71.9,,,1,6,1.36,1.9563,-0.7102,9.8033,10.0218,-2.887,9.316,-24.912,26.753,136.01,-355.36,-331.7,504.78,44.48,7.893,0.01
205,2025-08-27T16:51:58.375900,51:58.4,24.089,26.66329,92.76921733,71.9,,,1,6,1.36,1.8615,0.2781,9.7312,9.9116,-0.332,-7.745,-3.29,8.421,-327.48,90.52,-399.21,524.22,18.93,7.993,0.006
206,2025-08-27T16:51:58.476275,51:58.5,24.19,26.66329,92.76921733,71.9,,,1,6,1.36,-0.2861,-0.4348,9.714,9.728,7.634,6.303,4.947,11.067,-307.76,-98.47,-550.1,637.98,30.05,8.093,0.004
207,2025-08-27T16:51:58.576648,51:58.6,24.29,26.66329,92.76921733,71.9,,,1,6,1.36,0.6548,-0.3918,9.5065,9.5371,14.901,-0.92,-6.574,16.313,-336.57,394.34,-516.34,731.7,42.88,8.194,0
208,2025-08-27T16:51:58.676988,51:58.7,24.39,26.66329,92.76921733,71.9,,,1,6,1.36,0.4016,-0.519,9.6269,9.6493,-1.402,2.306,13.711,13.974,-138.73,372.56,-552.73,680.85,38.22,8.294,-0.004
209,2025-08-27T16:51:58.777760,51:58.8,24.491,26.66329,92.76921733,71.9,,,1,6,1.36,1.2155,-0.2996,9.8198,9.8993,-9.572,-7.383,-15.948,20.012,-214.41,121.81,-228.52,336.2,20.72,8.395,-0.006
210,2025-08-27T16:51:58.878200,51:58.9,24.592,26.66329,92.76921733,71.9,,,1,6,1.36,1.5817,0.0042,9.7074,9.8354,2.258,-7.111,-18.281,19.745,-368.21,-211.51,-203.05,470.69,27.65,8.495,0.012
211,2025-08-27T16:51:58.978744,51:59.0,24.692,26.66329,92.76921733,71.9,,,1,6,1.36,-0.7078,0.093,9.9432,9.9688,6.743,-8.359,-3.605,11.328,302.43,-18.4,-234.66,383.24,21.03,8.596,0.01
212,2025-08-27T16:51:59.079752,51:59.1,24.793,26.66329,92.76921733,71.9,,,1,6,1.36,-0.9451,-0.2942,9.6558,9.7064,0.076,-3.154,-13.939,14.292,-280.73,384.7,-366.19,600.75,36.12,8.697,0.009
213,2025-08-27T16:51:59.180792,51:59.2,24.894,26.66329,92.76921733,71.9,,,1,6,1.36,1.8339,-0.2696,9.8525,10.0253,4.586,-3.044,-0.876,5.573,-179.92,-111.81,-246.56,325.06,29.49,8.798,0.008
214,2025-08-27T16:51:59.281225,51:59.3,24.995,26.66329,92.76921733,71.9,,,1,6,1.36,-0.2587,0.7249,9.9349,9.9646,2.277,8.291,19.122,20.966,21.57,357.23,-311.7,474.59,19.13,8.898,0.005
215,2025-08-27T16:51:59.381505,51:59.4,25.095,26.66329,92.76921733,71.9,,,1,6,1.36,-0.7805,0.1241,10.1295,10.1603,-5.652,7.396,4.649,10.404,50.36,-147.33,-317.96,354.03,25.84,8.999,0.002
216,2025-08-27T16:51:59.482013,51:59.5,25.195,26.66329,92.76921733,71.9,,,1,6,1.36,0.587,0.7579,9.6873,9.7346,13.278,-2.986,24.366,27.909,-315.37,213.39,-562.68,679.41,41.69,9.099,0.001
217,2025-08-27T16:51:59.583010,51:59.6,25.296,26.66329,92.76921733,71.9,,,1,6,1.36,0.4661,0.5976,10.1818,10.2099,-3.9,-4.276,1.485,5.975,-181.55,9.4,-436.75,473.08,27.44,9.2,0
218,2025-08-27T16:51:59.683457,51:59.7,25.397,26.66329,92.76921733,71.9,,,1,6,1.36,1.2618,0.338,9.5513,9.6402,3.431,2.665,-6.138,7.52,-251.25,309.42,-505.17,643.48,41.98,9.301,-0.003
219,2025-08-27T16:51:59.783607,51:59.8,25.497,26.66329,92.76921733,71.9,,,1,6,1.36,1.0373,-0.5197,9.9167,9.9843,6.924,-3.111,-22.757,23.99,-376.81,51.75,-451.5,590.35,19.72,9.401,-0.006
220,2025-08-27T16:51:59.884436,51:59.9,25.598,26.66329,92.76921733,71.9,,,1,6,1.36,0.791,-0.4638,9.9599,10.002,-13.751,8.881,0.927,16.396,-110.95,171.52,-261.78,332.05,32.96,9.502,0.013
221,2025-08-27T16:51:59.984465,52:00.0,25.698,26.66329,92.76921733,71.9,,,1,6,1.36,0.5044,-0.6126,9.5773,9.6101,3.791,8.45,-4.481,10.289,-327.91,-365.31,-487.58,691.89,41.37,9.602,0.011
222,2025-08-27T16:52:00.085204,52:00.1,25.799,26.66329,92.76921733,71.9,,,1,6,1.36,1.5166,-0.7158,9.8734,10.0148,5.816,-4.827,-22.257,23.505,-53.82,-323.98,-391.5,511.01,44.87,9.702,0.01
223,2025-08-27T16:52:00.185680,52:00.2,25.899,26.66329,92.76921733,71.9,,,1,6,1.36,-0.3636,-0.0321,9.8034,9.8102,4.217,3.545,-18.676,19.472,-366.01,-131.3,-546.59,670.79,32.21,9.803,0.007
224,2025-08-27T16:52:00.286166,52:00.3,25.999,26.66329,92.76921733,71.9,,,1,6,1.36,-1.4084,0.2911,9.6571,9.7636,12.671,8.092,-7.391,16.753,389.62,276.46,-574.26,747,41.61,9.903,0.005
225,2025-08-27T16:52:00.387003,52:00.4,26.1,26.66329,92.76921733,71.9,,,1,6,1.36,0.879,-0.3532,10.1171,10.1613,9.753,7.598,23.261,26.343,317.46,-393.7,-384.36,635.23,20.85,10.004,0.004
226,2025-08-27T16:52:00.487517,52:00.5,26.201,26.66329,92.76921733,71.9,,,1,6,1.36,-1.0878,0.3209,9.9541,10.0185,-9.455,-9.524,-21.436,25.29,376.52,-158.95,-288.7,500.38,29.81,10.105,0.002
