frame_number,detection_id,tracking_id,manual_timestamp,wall_time_iso,overlay_time,overlay_date,overlay_gps,overlay_accel_g,overlay_gyro_deg_s,overlay_ok,overlay_conf,overlay_ms,class,confidence,bbox_x,bbox_y,bbox_w,bbox_h,position,distance_m,timestamp,system_time,video_time_seconds,latitude,longitude,gps_altitude,gps_speed_kmh,gps_course_degrees,gps_fix_quality,gps_satellites,gps_hdop,imu_accel_x,imu_accel_y,imu_accel_z,imu_accel_magnitude,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_gyro_magnitude,imu_mag_x,imu_mag_y,imu_mag_z,imu_mag_magnitude,imu_temperature,gps_data_age_seconds,imu_data_age_seconds
66,,,16:51:44.500,2025-09-03T00:13:51.546862,,,,,,False,0.0,437.6,,,,,,,,,2025-08-27 16:51:44.389628,51:44.4,10.103,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.9503,-0.2643,9.7703,9.82,-7.989,-7.843,-15.59,19.194,34.28,-295.87,-576.22,648.65,33.14,0.003,0.009
67,,,16:51:44.600,2025-09-03T00:13:52.265762,,,,,,False,0.0,441.1,,,,,,,,,2025-08-27 16:51:44.490609,51:44.5,10.204,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.7817,0.0062,9.6396,9.6712,1.094,-1.528,6.8,7.055,291.25,-24.86,-561.75,633.25,43.61,0.104,0.007
68,,,16:51:44.700,2025-09-03T00:13:52.971510,,,,,,False,0.0,441.9,,,,,,,,,2025-08-27 16:51:44.590659,51:44.6,10.304,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.1547,-0.2102,9.5978,9.6693,-3.633,-0.482,-3.348,4.964,362.94,49.77,-406.66,547.33,28.06,0.204,0.003
69,,,16:51:44.800,2025-09-03T00:13:53.684870,,,,,,False,0.0,447.7,,,,,,,,,2025-08-27 16:51:44.691530,51:44.7,10.405,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.1692,-0.6364,9.6399,9.7314,-12.187,-6.206,-14.83,20.174,208.37,349.39,-462.23,615.75,33.94,0.305,0.002
70,,,16:51:44.900,2025-09-03T00:13:54.408386,,,,,,False,0.0,442.6,,,,,,,,,2025-08-27 16:51:44.792377,51:44.8,10.506,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.0942,0.5667,9.8675,9.8842,-6.761,0.808,13.122,14.784,82.24,318.28,-512.75,609.08,30.41,0.405,0.0
71,,,16:51:45.000,2025-09-03T00:13:55.119279,,,,,,False,0.0,453.5,,,,,,,,,2025-08-27 16:51:44.892804,51:44.9,10.606,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.971,0.0919,9.6372,9.6864,13.04,-2.849,14.574,19.763,117.1,180.52,-502.1,546.26,43.39,0.506,-0.002
72,,,16:51:45.100,2025-09-03T00:13:55.867190,,,,,,False,0.0,450.0,,,,,,,,,2025-08-27 16:51:44.992910,51:45.0,10.706,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.6148,0.6764,9.8969,10.0506,-12.744,-1.922,12.122,17.694,178.79,-268.67,-238.61,401.36,25.33,0.606,-0.004
73,,,16:51:45.200,2025-09-03T00:13:56.593226,,,,,,False,0.0,440.8,,,,,,,,,2025-08-27 16:51:45.093875,51:45.1,10.807,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.4669,-0.2966,10.0651,10.1757,8.909,7.588,13.411,17.798,-154.29,278.9,-312.72,446.52,32.67,0.707,-0.004
74,,,16:51:45.300,2025-09-03T00:13:57.313725,,,,,,False,0.0,447.4,,,,,,,,,2025-08-27 16:51:45.193893,51:45.2,10.907,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.9955,0.3262,9.7289,9.9368,6.105,-8.454,18.071,20.864,344.95,-337.07,-392.42,621.77,19.18,0.807,-0.007
75,,,16:51:45.400,2025-09-03T00:13:58.033929,,,,,,False,0.0,441.6,,,,,,,,,2025-08-27 16:51:45.294222,51:45.3,11.008,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.025,0.7786,9.6119,9.6977,13.22,0.109,-2.833,13.521,-309.91,-40.74,-499.34,589.1,26.86,0.907,0.011
76,,,16:51:45.500,2025-09-03T00:13:58.747759,,,,,,False,0.0,457.9,,,,,,,,,2025-08-27 16:51:45.394550,51:45.4,11.108,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,2.0335,-0.2819,10.2247,10.4287,9.629,7.294,-6.986,13.954,-361.11,-318.77,-458.53,665.03,34.27,1.008,0.005
77,,,16:51:45.600,2025-09-03T00:13:59.480211,,,,,,False,0.0,444.0,,,,,,,,,2025-08-27 16:51:45.494667,51:45.5,11.208,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.0979,0.6928,10.0271,10.1108,2.985,3.651,-23.43,23.899,306.36,164.75,-257.81,432.98,44.84,1.108,0.003
78,,,16:51:45.700,2025-09-03T00:14:00.199481,,,,,,False,0.0,440.6,,,,,,,,,2025-08-27 16:51:45.594864,51:45.6,11.308,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.2366,0.0306,9.6148,9.694,1.986,-9.974,2.004,10.365,-130.18,138.18,-488.47,524.07,32.75,1.208,0.001
79,,,16:51:45.800,2025-09-03T00:14:00.926167,,,,,,False,0.0,442.7,,,,,,,,,2025-08-27 16:51:45.695385,51:45.7,11.409,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.3765,0.1666,9.7632,9.8612,3.166,-6.149,-3.203,7.622,181.01,-248.41,-343.56,460.99,23.74,1.308,-0.001
80,,,16:51:45.900,2025-09-03T00:14:01.637785,,,,,,False,0.0,440.9,,,,,,,,,2025-08-27 16:51:45.795855,51:45.8,11.509,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.4214,-0.6069,9.8572,9.9776,11.748,0.295,-22.996,25.824,352.46,-243.1,-562.19,706.67,36.42,1.409,-0.004
81,,,16:51:46.000,2025-09-03T00:14:02.349458,,,,,,False,0.0,441.7,,,,,,,,,2025-08-27 16:51:45.896613,51:45.9,11.61,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.9853,0.384,10.1649,10.2198,-12.378,1.206,-10.953,16.573,77.2,-100.25,-273.75,301.58,33.67,1.51,-0.007
82,,,16:51:46.100,2025-09-03T00:14:03.066892,,,,,,False,0.0,443.0,,,,,,,,,2025-08-27 16:51:45.997355,51:46.0,11.711,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.6829,0.4041,10.1176,10.1487,-5.018,-9.605,-19.513,22.32,364.79,259.73,-337.43,560.7,30.95,1.61,0.011
83,,,16:51:46.200,2025-09-03T00:14:03.783233,,,,,,False,0.0,441.9,,,,,,,,,2025-08-27 16:51:46.097846,51:46.1,11.811,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.1989,0.356,9.4629,9.4716,-5.001,-3.838,17.07,18.197,-156.32,-321.0,-520.47,631.17,25.92,1.711,0.009
84,,,16:51:46.300,2025-09-03T00:14:04.497952,,,,,,False,0.0,443.8,,,,,,,,,2025-08-27 16:51:46.198011,51:46.2,11.911,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3994,-0.5958,10.0045,10.0302,11.834,-4.112,8.418,15.094,-21.86,135.26,-484.01,503.02,35.9,1.811,0.006
85,,,16:51:46.400,2025-09-03T00:14:05.206910,,,,,,False,0.0,443.6,,,,,,,,,2025-08-27 16:51:46.298135,51:46.3,12.011,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.0881,0.457,9.7852,9.7962,1.571,-3.051,-8.201,8.89,-269.74,117.26,-509.81,588.57,31.36,1.911,0.005
86,1.0,3.0,16:51:46.500,2025-09-03T00:14:05.931194,,,,,,False,0.0,450.0,bus,0.79,354.0,216.0,153.0,163.0,center,53.1,2025-08-27 16:51:46.398573,51:46.4,12.112,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.751,-0.639,10.0374,10.0857,-1.575,-0.138,-22.749,22.804,285.54,388.89,-580.01,754.44,18.81,2.012,0.003
87,1.0,3.0,16:51:46.600,2025-09-03T00:14:06.655946,,,,,,False,0.0,441.2,bus,0.616,359.6,218.8,151.6,156.7,center,55.2,2025-08-27 16:51:46.499024,51:46.5,12.212,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.8314,0.3843,9.9981,10.04,-12.156,1.1,16.307,20.369,-140.0,-253.88,-422.74,512.6,40.75,2.112,0.0
88,1.0,3.0,16:51:46.700,2025-09-03T00:14:07.378896,,,,,,False,0.0,441.9,truck,0.571,367.6,219.6,155.4,156.2,center,60.6,2025-08-27 16:51:46.599158,51:46.6,12.312,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.4461,0.6725,9.7225,9.8524,8.111,8.567,-6.434,13.438,-212.6,-265.59,-400.15,525.22,37.58,2.212,-0.002
89,1.0,3.0,16:51:46.800,2025-09-03T00:14:08.091060,,,,,,False,0.0,441.4,truck,0.567,372.8,217.1,155.1,158.9,center,59.6,2025-08-27 16:51:46.699691,51:46.7,12.413,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.8075,0.0903,9.7287,9.8956,-11.414,2.237,-7.325,13.745,211.81,-34.9,-248.68,328.52,19.07,2.313,-0.004
90,1.0,3.0,16:51:46.900,2025-09-03T00:14:08.813172,,,,,,False,0.0,444.0,truck,0.58,378.5,216.3,157.1,161.1,center,58.8,2025-08-27 16:51:46.800493,51:46.8,12.514,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.3207,0.1212,10.0985,10.1852,-8.486,-2.784,23.968,25.577,72.11,82.52,-514.2,525.74,40.32,2.414,-0.006
91,1.0,3.0,16:51:47.000,2025-09-03T00:14:09.528683,,,,,,False,0.0,450.6,truck,0.551,385.9,217.5,154.9,164.5,center,57.5,2025-08-27 16:51:46.900726,51:46.9,12.614,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8369,-0.0905,9.4666,9.5039,-8.186,1.319,4.941,9.652,-365.91,-362.14,-245.53,570.37,21.03,2.514,0.011
92,1.0,3.0,16:51:47.100,2025-09-03T00:14:10.267348,,,,,,False,0.0,438.5,truck,0.608,388.8,213.6,160.6,164.9,center,57.4,2025-08-27 16:51:47.001117,51:47.0,12.714,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.3828,0.4852,9.8426,9.862,-10.534,-6.022,-12.249,17.242,149.03,-242.53,-436.51,521.13,22.16,2.614,0.009
93,1.0,3.0,16:51:47.200,2025-09-03T00:14:10.995749,,,,,,False,0.0,457.6,truck,0.649,390.3,211.1,163.0,165.7,center,57.1,2025-08-27 16:51:47.101694,51:47.1,12.815,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.2039,-0.0633,10.2479,10.2501,11.665,3.398,10.978,16.375,366.79,-40.17,-581.75,688.9,29.67,2.715,0.007
94,1.0,3.0,16:51:47.300,2025-09-03T00:14:11.730088,,,,,,False,0.0,453.1,truck,0.678,393.6,211.0,165.1,173.6,center,54.5,2025-08-27 16:51:47.202342,51:47.2,12.916,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.6748,0.2192,9.6804,9.8266,-14.919,-1.638,-7.431,16.747,-384.87,347.56,-305.06,601.65,19.92,2.815,0.004
95,1.0,3.0,16:51:47.400,2025-09-03T00:14:12.463524,,,,,,False,0.0,446.7,truck,0.671,396.0,210.3,168.5,176.0,center,53.8,2025-08-27 16:51:47.302930,51:47.3,13.016,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.4972,-0.4812,10.041,10.0648,6.437,-2.449,23.002,24.011,-185.89,106.3,-530.78,572.35,24.45,2.916,0.003
95,2.0,3.0,16:51:47.400,2025-09-03T00:14:12.463524,,,,,,False,0.0,446.7,bus,0.62,396.7,209.4,168.9,177.4,center,48.8,2025-08-27 16:51:47.302930,51:47.3,13.016,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.4972,-0.4812,10.041,10.0648,6.437,-2.449,23.002,24.011,-185.89,106.3,-530.78,572.35,24.45,2.916,0.003
96,1.0,3.0,16:51:47.500,2025-09-03T00:14:13.190823,,,,,,False,0.0,440.4,truck,0.625,403.9,207.0,166.9,180.6,center,52.4,2025-08-27 16:51:47.403235,51:47.4,13.117,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.4842,-0.6725,9.7098,9.8456,-3.214,1.894,1.29,3.947,-322.66,-25.94,-336.15,466.67,41.91,3.016,0.001
97,1.0,3.0,16:51:47.600,2025-09-03T00:14:13.907742,,,,,,False,0.0,442.8,truck,0.635,410.3,209.1,164.2,183.0,center,51.7,2025-08-27 16:51:47.503367,51:47.5,13.217,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.2752,-0.4671,10.2095,10.2239,-7.537,6.868,-9.317,13.812,191.41,-153.93,-411.06,478.85,25.91,3.116,-0.004
98,1.0,3.0,16:51:47.700,2025-09-03T00:14:14.628367,,,,,,False,0.0,438.1,truck,0.646,417.8,195.0,158.4,182.3,center,51.9,2025-08-27 16:51:47.603591,51:47.6,13.317,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.893,0.314,9.6219,9.8113,-4.259,-8.505,11.026,14.562,192.98,-61.12,-425.38,471.09,30.42,3.217,0.013
99,1.0,3.0,16:51:47.800,2025-09-03T00:14:15.333858,,,,,,False,0.0,443.4,truck,0.663,419.3,205.5,162.3,183.5,center,51.6,2025-08-27 16:51:47.704494,51:47.7,13.418,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.8496,-0.6966,9.8097,10.0068,-2.675,1.232,9.576,10.019,-165.58,262.72,-335.86,457.43,42.68,3.318,-0.009
99,2.0,3.0,16:51:47.800,2025-09-03T00:14:15.333858,,,,,,False,0.0,443.4,bus,0.647,419.1,207.3,164.9,184.5,center,46.9,2025-08-27 16:51:47.704494,51:47.7,13.418,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.8496,-0.6966,9.8097,10.0068,-2.675,1.232,9.576,10.019,-165.58,262.72,-335.86,457.43,42.68,3.318,-0.009
100,1.0,3.0,16:51:47.900,2025-09-03T00:14:16.052805,,,,,,False,0.0,447.2,bus,0.616,421.8,207.1,161.5,185.6,center,46.6,2025-08-27 16:51:47.805315,51:47.8,13.519,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.6359,0.5367,9.7663,9.8017,3.773,-8.025,16.421,18.663,-104.92,313.12,-546.76,638.75,38.5,3.418,0.01
100,2.0,3.0,16:51:47.900,2025-09-03T00:14:16.052805,,,,,,False,0.0,447.2,truck,0.568,421.2,204.9,161.1,187.3,center,50.5,2025-08-27 16:51:47.805315,51:47.8,13.519,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.6359,0.5367,9.7663,9.8017,3.773,-8.025,16.421,18.663,-104.92,313.12,-546.76,638.75,38.5,3.418,0.01
101,1.0,3.0,16:51:48.000,2025-09-03T00:14:16.776155,,,,,,False,0.0,441.7,bus,0.577,425.3,201.5,165.2,198.3,center,43.6,2025-08-27 16:51:47.905337,51:47.9,13.619,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3043,-0.6587,9.9966,10.0228,14.164,-2.455,2.567,14.603,36.11,-233.34,-250.46,344.21,42.04,3.518,0.007
102,2.0,3.0,16:51:48.100,2025-09-03T00:14:17.492157,,,,,,False,0.0,444.3,bus,0.601,423.5,202.0,171.9,192.8,center,44.9,2025-08-27 16:51:48.006229,51:48.0,13.72,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.3458,0.2546,9.5492,9.6469,8.897,-6.365,-18.938,21.87,285.62,315.61,-430.41,605.35,44.93,3.619,0.007
102,1.0,3.0,16:51:48.100,2025-09-03T00:14:17.492157,,,,,,False,0.0,444.3,truck,0.556,422.3,201.8,169.3,194.6,center,48.6,2025-08-27 16:51:48.006229,51:48.0,13.72,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.3458,0.2546,9.5492,9.6469,8.897,-6.365,-18.938,21.87,285.62,315.61,-430.41,605.35,44.93,3.619,0.007
103,1.0,3.0,16:51:48.200,2025-09-03T00:14:18.208491,,,,,,False,0.0,442.8,truck,0.602,417.5,184.5,168.5,204.1,center,46.4,2025-08-27 16:51:48.106809,51:48.1,13.82,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.1073,-0.4687,10.0366,10.1084,-11.885,-0.982,-17.683,21.329,-75.29,-46.4,-290.41,303.57,30.87,3.72,0.006
104,1.0,3.0,16:51:48.300,2025-09-03T00:14:18.924511,,,,,,False,0.0,437.0,bus,0.634,417.9,179.2,167.4,205.4,center,42.1,2025-08-27 16:51:48.207444,51:48.2,13.921,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.1514,-0.7078,9.8893,9.9157,3.228,1.99,-13.437,13.962,145.21,-390.07,-513.31,660.86,19.79,3.82,0.005
105,1.0,3.0,16:51:48.400,2025-09-03T00:14:19.629992,,,,,,False,0.0,441.0,bus,0.617,408.9,181.9,171.3,210.7,center,41.1,2025-08-27 16:51:48.308079,51:48.3,14.021,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.0347,-0.2121,9.7003,9.7027,12.375,9.695,-0.715,15.736,237.29,-309.78,-281.14,480.95,43.94,3.921,0.003
106,1.0,3.0,16:51:48.500,2025-09-03T00:14:20.351997,,,,,,False,0.0,447.3,bus,0.638,414.6,158.9,171.8,220.0,center,39.3,2025-08-27 16:51:48.408897,51:48.4,14.122,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.0374,0.347,9.7169,9.7783,9.97,-0.484,9.188,13.567,-49.04,-166.66,-350.07,390.81,20.97,4.022,0.001
106,2.0,3.0,16:51:48.500,2025-09-03T00:14:20.351997,,,,,,False,0.0,447.3,truck,0.629,418.4,150.6,171.9,227.0,center,41.7,2025-08-27 16:51:48.408897,51:48.4,14.122,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.0374,0.347,9.7169,9.7783,9.97,-0.484,9.188,13.567,-49.04,-166.66,-350.07,390.81,20.97,4.022,0.001
107,1.0,3.0,16:51:48.600,2025-09-03T00:14:21.072422,,,,,,False,0.0,451.8,bus,0.666,418.8,157.9,169.9,215.1,center,40.2,2025-08-27 16:51:48.509418,51:48.5,14.223,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.2288,-0.6967,9.9677,10.0673,-10.928,-7.406,0.291,13.204,325.01,77.23,-263.79,425.65,26.36,4.122,-0.002
108,1.0,4.0,16:51:48.700,2025-09-03T00:14:21.803726,,,,,,False,0.0,441.7,car,0.59,642.0,252.0,76.0,60.0,center,67.6,2025-08-27 16:51:48.609634,51:48.6,14.323,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.672,0.7828,9.8198,9.8738,14.986,8.917,-3.095,17.71,-369.99,-168.42,-542.78,678.13,37.9,4.223,-0.004
108,2.0,3.0,16:51:48.700,2025-09-03T00:14:21.803726,,,,,,False,0.0,441.7,truck,0.648,396.5,167.8,179.8,219.9,center,43.0,2025-08-27 16:51:48.609634,51:48.6,14.323,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.672,0.7828,9.8198,9.8738,14.986,8.917,-3.095,17.71,-369.99,-168.42,-542.78,678.13,37.9,4.223,-0.004
108,3.0,3.0,16:51:48.700,2025-09-03T00:14:21.803726,,,,,,False,0.0,441.7,bus,0.614,389.9,170.7,182.7,222.1,center,39.0,2025-08-27 16:51:48.609634,51:48.6,14.323,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.672,0.7828,9.8198,9.8738,14.986,8.917,-3.095,17.71,-369.99,-168.42,-542.78,678.13,37.9,4.223,-0.004
109,1.0,3.0,16:51:48.800,2025-09-03T00:14:22.519816,,,,,,False,0.0,445.8,bus,0.595,388.6,174.4,183.6,221.3,center,39.1,2025-08-27 16:51:48.709883,51:48.7,14.423,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.2012,-0.2219,9.5932,9.6707,-10.052,-8.589,20.711,24.572,-176.85,97.46,-453.6,496.52,42.65,4.323,-0.006
109,2.0,4.0,16:51:48.800,2025-09-03T00:14:22.519816,,,,,,False,0.0,445.8,car,0.581,646.9,256.9,79.5,60.0,center,67.6,2025-08-27 16:51:48.709883,51:48.7,14.423,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.2012,-0.2219,9.5932,9.6707,-10.052,-8.589,20.711,24.572,-176.85,97.46,-453.6,496.52,42.65,4.323,-0.006
109,3.0,3.0,16:51:48.800,2025-09-03T00:14:22.519816,,,,,,False,0.0,445.8,truck,0.598,386.8,175.5,184.6,221.1,center,42.8,2025-08-27 16:51:48.709883,51:48.7,14.423,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.2012,-0.2219,9.5932,9.6707,-10.052,-8.589,20.711,24.572,-176.85,97.46,-453.6,496.52,42.65,4.323,-0.006
110,1.0,4.0,16:51:48.900,2025-09-03T00:14:23.242510,,,,,,False,0.0,442.2,car,0.637,654.7,240.9,84.8,61.4,center,66.1,2025-08-27 16:51:48.810900,51:48.8,14.524,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8598,0.1988,10.0686,10.1072,-1.117,-3.871,11.987,12.646,-95.08,380.0,-260.42,470.38,32.81,4.424,0.013
110,2.0,3.0,16:51:48.900,2025-09-03T00:14:23.242510,,,,,,False,0.0,442.2,bus,0.572,389.7,156.3,187.7,225.2,center,38.4,2025-08-27 16:51:48.810900,51:48.8,14.524,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8598,0.1988,10.0686,10.1072,-1.117,-3.871,11.987,12.646,-95.08,380.0,-260.42,470.38,32.81,4.424,0.013
110,3.0,3.0,16:51:48.900,2025-09-03T00:14:23.242510,,,,,,False,0.0,442.2,truck,0.52,391.3,152.6,187.9,227.2,center,41.7,2025-08-27 16:51:48.810900,51:48.8,14.524,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.8598,0.1988,10.0686,10.1072,-1.117,-3.871,11.987,12.646,-95.08,380.0,-260.42,470.38,32.81,4.424,0.013
111,2.0,4.0,16:51:49.000,2025-09-03T00:14:23.955389,,,,,,False,0.0,442.8,car,0.654,665.4,227.7,91.9,66.7,center,60.8,2025-08-27 16:51:48.911781,51:48.9,14.625,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,2.0408,-0.7584,9.7876,10.0268,-2.548,9.71,10.053,14.207,47.04,-92.93,-527.04,537.23,39.5,4.525,0.011
111,1.0,3.0,16:51:49.000,2025-09-03T00:14:23.955389,,,,,,False,0.0,442.8,bus,0.572,389.0,144.5,189.4,227.8,center,38.0,2025-08-27 16:51:48.911781,51:48.9,14.625,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,2.0408,-0.7584,9.7876,10.0268,-2.548,9.71,10.053,14.207,47.04,-92.93,-527.04,537.23,39.5,4.525,0.011
112,1.0,3.0,16:51:49.100,2025-09-03T00:14:24.675114,,,,,,False,0.0,440.6,bus,0.605,388.3,152.5,191.9,232.8,center,37.2,2025-08-27 16:51:49.011813,51:49.0,14.725,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.2587,-0.0761,9.8285,9.8322,-3.451,-5.56,-16.316,17.579,-318.29,-38.58,-560.43,645.66,42.31,4.625,0.007
112,2.0,4.0,16:51:49.100,2025-09-03T00:14:24.675114,,,,,,False,0.0,440.6,car,0.652,676.3,228.6,94.1,79.5,center,51.0,2025-08-27 16:51:49.011813,51:49.0,14.725,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.2587,-0.0761,9.8285,9.8322,-3.451,-5.56,-16.316,17.579,-318.29,-38.58,-560.43,645.66,42.31,4.625,0.007
113,1.0,3.0,16:51:49.200,2025-09-03T00:14:25.384392,,,,,,False,0.0,441.2,bus,0.661,393.0,157.1,197.6,230.8,center,37.5,2025-08-27 16:51:49.112503,51:49.1,14.826,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.5157,-0.3957,9.6762,9.8022,4.963,-8.55,-6.152,11.644,-143.79,23.72,-240.58,281.27,24.01,4.726,0.004
113,2.0,4.0,16:51:49.200,2025-09-03T00:14:25.384392,,,,,,False,0.0,441.2,car,0.66,691.5,231.0,102.4,84.1,center,48.3,2025-08-27 16:51:49.112503,51:49.1,14.826,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,1.5157,-0.3957,9.6762,9.8022,4.963,-8.55,-6.152,11.644,-143.79,23.72,-240.58,281.27,24.01,4.726,0.004
114,1.0,4.0,16:51:49.300,2025-09-03T00:14:26.100965,,,,,,False,0.0,448.7,car,0.674,693.9,241.5,116.1,87.5,center,46.3,2025-08-27 16:51:49.213336,51:49.2,14.927,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.0254,0.3031,10.0064,10.0633,0.591,1.284,-0.132,1.419,-67.56,299.33,-479.21,569.04,21.66,4.826,0.003
114,2.0,3.0,16:51:49.300,2025-09-03T00:14:26.100965,,,,,,False,0.0,448.7,bus,0.653,384.6,166.8,198.6,231.7,center,37.4,2025-08-27 16:51:49.213336,51:49.2,14.927,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.0254,0.3031,10.0064,10.0633,0.591,1.284,-0.132,1.419,-67.56,299.33,-479.21,569.04,21.66,4.826,0.003
115,2.0,3.0,16:51:49.400,2025-09-03T00:14:26.817004,,,,,,False,0.0,442.8,bus,0.709,376.5,174.6,200.3,221.4,center,39.1,2025-08-27 16:51:49.314351,51:49.3,15.028,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.1115,0.77,10.0286,10.1193,-7.487,-1.601,7.501,10.718,318.63,156.77,-487.12,602.81,42.21,4.927,0.002
115,1.0,4.0,16:51:49.400,2025-09-03T00:14:26.817004,,,,,,False,0.0,442.8,car,0.676,699.6,242.5,125.1,92.8,center,43.7,2025-08-27 16:51:49.314351,51:49.3,15.028,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-1.1115,0.77,10.0286,10.1193,-7.487,-1.601,7.501,10.718,318.63,156.77,-487.12,602.81,42.21,4.927,0.002
116,1.0,4.0,16:51:49.500,2025-09-03T00:14:27.535317,,,,,,False,0.0,438.8,car,0.7,699.2,235.2,139.0,99.9,center,40.6,2025-08-27 16:51:49.415160,51:49.4,15.128,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3039,0.2603,10.0264,10.0344,-12.896,7.706,5.428,15.974,17.62,-112.36,-363.07,380.47,31.15,5.028,-0.002
116,2.0,3.0,16:51:49.500,2025-09-03T00:14:27.535317,,,,,,False,0.0,438.8,bus,0.699,358.6,157.4,205.7,233.0,center,37.1,2025-08-27 16:51:49.415160,51:49.4,15.128,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,-0.3039,0.2603,10.0264,10.0344,-12.896,7.706,5.428,15.974,17.62,-112.36,-363.07,380.47,31.15,5.028,-0.002
117,1.0,3.0,16:51:49.600,2025-09-03T00:14:28.253906,,,,,,False,0.0,452.6,bus,0.693,328.8,148.0,212.2,234.4,center,36.9,2025-08-27 16:51:49.516061,51:49.5,15.229,26.662737,92.76946933,71.1,34.967612,339.88,1,6,1.36,0.9781,-0.3142,9.6046,9.6594,-5.095,-6.104,23.252,24.574,103.51,-94.96,-408.27,431.76,32.08,5.129,-0.004
